Category,Order Date,Sales
Food Grains,29-08-2018,2212
Oil & Masala,29-08-2018,1700
Beverages,29-08-2018,2478
Bakery,29-08-2018,2298
Food Grains,29-08-2018,1576
Food Grains,31-08-2018,1251
Food Grains,31-08-2018,1456
Oil & Masala,31-08-2018,2410
Food Grains,31-08-2018,1621
Food Grains,31-08-2018,608
Bakery,31-08-2018,1253
Bakery,31-08-2018,1603
Food Grains,31-08-2018,2184
"Eggs, Meat & Fish",31-08-2018,2326
Fruits & Veggies,31-08-2018,1569
"Eggs, Meat & Fish",31-08-2018,814
Beverages,01-09-2018,611
Bakery,01-09-2018,665
Beverages,01-09-2018,1643
Oil & Masala,01-09-2018,832
Oil & Masala,01-09-2018,1045
Oil & Masala,01-09-2018,2480
Food Grains,01-09-2018,1141
Beverages,02-09-2018,1590
Oil & Masala,02-09-2018,1116
Food Grains,02-09-2018,2086
"Eggs, Meat & Fish",02-09-2018,918
Bakery,02-09-2018,2222
Oil & Masala,02-09-2018,1863
"Eggs, Meat & Fish",02-09-2018,1590
Beverages,02-09-2018,1226
Snacks,02-09-2018,921
Food Grains,02-09-2018,2189
Snacks,02-09-2018,2357
"Eggs, Meat & Fish",02-09-2018,1209
Snacks,02-09-2018,1046
"Eggs, Meat & Fish",02-09-2018,1068
Fruits & Veggies,02-09-2018,1937
Fruits & Veggies,02-09-2018,1567
Bakery,02-09-2018,2086
"Eggs, Meat & Fish",02-09-2018,1251
Fruits & Veggies,02-09-2018,1832
Snacks,02-09-2018,2202
"Eggs, Meat & Fish",02-09-2018,1416
Snacks,02-09-2018,2306
Fruits & Veggies,02-09-2018,712
Oil & Masala,02-09-2018,670
Oil & Masala,02-09-2018,1136
Food Grains,02-09-2018,1886
Snacks,02-09-2018,826
Food Grains,02-09-2018,2225
Beverages,02-09-2018,729
Oil & Masala,02-09-2018,1988
Food Grains,02-09-2018,1734
"Eggs, Meat & Fish",02-09-2018,1401
Fruits & Veggies,02-09-2018,1579
Fruits & Veggies,02-09-2018,1433
Food Grains,02-09-2018,2372
Oil & Masala,02-09-2018,1287
Fruits & Veggies,03-09-2018,1158
Snacks,03-09-2018,1516
Snacks,03-09-2018,1078
Beverages,03-09-2018,1262
Oil & Masala,03-09-2018,1682
Fruits & Veggies,03-09-2018,580
"Eggs, Meat & Fish",03-09-2018,1686
Snacks,03-09-2018,1101
Oil & Masala,03-09-2018,2101
"Eggs, Meat & Fish",03-09-2018,1534
Snacks,03-09-2018,2409
Fruits & Veggies,03-09-2018,974
Oil & Masala,03-09-2018,876
Food Grains,04-09-2018,1284
Food Grains,04-09-2018,2068
Beverages,04-09-2018,1002
"Eggs, Meat & Fish",04-09-2018,1642
Food Grains,04-09-2018,2122
Fruits & Veggies,04-09-2018,795
Bakery,04-09-2018,1852
Food Grains,04-09-2018,1494
"Eggs, Meat & Fish",04-09-2018,1286
Bakery,04-09-2018,1792
Snacks,04-09-2018,1782
Bakery,04-09-2018,1576
Beverages,04-09-2018,2271
Beverages,04-09-2018,2322
Food Grains,04-09-2018,1371
Food Grains,04-09-2018,2426
Food Grains,04-09-2018,1839
"Eggs, Meat & Fish",04-09-2018,1109
Bakery,04-09-2018,2448
"Eggs, Meat & Fish",04-09-2018,581
Bakery,04-09-2018,2272
Snacks,04-09-2018,1288
Bakery,04-09-2018,2393
"Eggs, Meat & Fish",04-09-2018,2291
Food Grains,04-09-2018,671
"Eggs, Meat & Fish",04-09-2018,1085
Snacks,04-09-2018,979
Bakery,04-09-2018,1976
"Eggs, Meat & Fish",05-09-2018,724
Food Grains,05-09-2018,1764
"Eggs, Meat & Fish",05-09-2018,1394
Food Grains,05-09-2018,1887
Bakery,05-09-2018,654
Bakery,07-09-2018,1160
Oil & Masala,07-09-2018,2369
Fruits & Veggies,07-09-2018,1294
Snacks,07-09-2018,1410
Bakery,07-09-2018,1154
Fruits & Veggies,07-09-2018,1749
Oil & Masala,07-09-2018,1537
"Eggs, Meat & Fish",07-09-2018,1702
Bakery,07-09-2018,1809
Snacks,07-09-2018,804
Oil & Masala,07-09-2018,1146
"Eggs, Meat & Fish",07-09-2018,1337
Fruits & Veggies,07-09-2018,797
Bakery,07-09-2018,2333
Fruits & Veggies,07-09-2018,1549
Fruits & Veggies,07-09-2018,566
Bakery,07-09-2018,611
Fruits & Veggies,07-09-2018,2335
Bakery,07-09-2018,1417
Snacks,07-09-2018,1902
Snacks,07-09-2018,877
Beverages,07-09-2018,1928
Fruits & Veggies,07-09-2018,1196
"Eggs, Meat & Fish",08-09-2018,1211
"Eggs, Meat & Fish",08-09-2018,1508
Fruits & Veggies,08-09-2018,1603
Snacks,08-09-2018,2204
Beverages,08-09-2018,1528
Food Grains,08-09-2018,833
Food Grains,08-09-2018,1884
Beverages,08-09-2018,2314
Snacks,08-09-2018,1811
Fruits & Veggies,08-09-2018,2174
Bakery,08-09-2018,2068
"Eggs, Meat & Fish",08-09-2018,1879
Food Grains,08-09-2018,2416
Beverages,08-09-2018,694
"Eggs, Meat & Fish",09-09-2018,2113
Food Grains,09-09-2018,1374
Fruits & Veggies,09-09-2018,811
Food Grains,09-09-2018,2069
"Eggs, Meat & Fish",09-09-2018,1749
"Eggs, Meat & Fish",09-09-2018,2468
Snacks,09-09-2018,2344
Beverages,09-09-2018,664
Oil & Masala,09-09-2018,1843
Bakery,09-09-2018,1809
"Eggs, Meat & Fish",09-09-2018,2285
Snacks,09-09-2018,1009
Snacks,09-09-2018,1519
Snacks,09-09-2018,837
Beverages,09-09-2018,1225
"Eggs, Meat & Fish",09-09-2018,2110
Fruits & Veggies,09-09-2018,1565
Snacks,09-09-2018,2488
"Eggs, Meat & Fish",09-09-2018,718
"Eggs, Meat & Fish",09-09-2018,1768
Snacks,09-09-2018,1293
Fruits & Veggies,09-09-2018,561
"Eggs, Meat & Fish",09-09-2018,1553
"Eggs, Meat & Fish",09-09-2018,2118
Beverages,09-09-2018,2350
Food Grains,09-09-2018,2217
Bakery,09-09-2018,2178
Food Grains,09-09-2018,2045
Oil & Masala,09-09-2018,1170
Bakery,10-09-2018,864
Food Grains,10-09-2018,2174
Oil & Masala,10-09-2018,604
"Eggs, Meat & Fish",10-09-2018,1659
Food Grains,10-09-2018,881
"Eggs, Meat & Fish",10-09-2018,2134
Beverages,10-09-2018,1999
Fruits & Veggies,10-09-2018,2266
Snacks,10-09-2018,1958
Beverages,10-09-2018,1868
Snacks,10-09-2018,1579
Fruits & Veggies,10-09-2018,894
Bakery,10-09-2018,1845
Food Grains,10-09-2018,1932
Snacks,10-09-2018,2280
Fruits & Veggies,10-09-2018,2451
Beverages,10-09-2018,2475
Bakery,10-09-2018,732
"Eggs, Meat & Fish",11-09-2018,889
Snacks,11-09-2018,1608
Food Grains,11-09-2018,2261
Beverages,11-09-2018,2004
Bakery,11-09-2018,829
Snacks,11-09-2018,2363
Bakery,11-09-2018,1856
Snacks,11-09-2018,2262
Beverages,11-09-2018,2336
Oil & Masala,11-09-2018,1486
Food Grains,11-09-2018,560
Snacks,11-09-2018,1952
Fruits & Veggies,11-09-2018,1279
Oil & Masala,11-09-2018,1027
"Eggs, Meat & Fish",11-09-2018,770
Oil & Masala,11-09-2018,1355
Bakery,11-09-2018,747
Bakery,11-09-2018,2002
Oil & Masala,11-09-2018,1815
"Eggs, Meat & Fish",11-09-2018,775
Food Grains,11-09-2018,1489
Bakery,11-09-2018,1417
Oil & Masala,12-09-2018,1295
Snacks,12-09-2018,2452
Food Grains,12-09-2018,1804
Beverages,12-09-2018,1637
Beverages,12-09-2018,566
Snacks,12-09-2018,2088
Fruits & Veggies,12-09-2018,1431
"Eggs, Meat & Fish",13-09-2018,652
Food Grains,14-09-2018,1627
Snacks,14-09-2018,1322
Fruits & Veggies,14-09-2018,2412
Snacks,14-09-2018,2468
Fruits & Veggies,14-09-2018,1048
Snacks,14-09-2018,1960
Bakery,14-09-2018,784
Oil & Masala,14-09-2018,1495
Beverages,14-09-2018,1605
Snacks,14-09-2018,847
Beverages,14-09-2018,1805
Beverages,14-09-2018,1035
Bakery,14-09-2018,2041
"Eggs, Meat & Fish",14-09-2018,586
"Eggs, Meat & Fish",14-09-2018,1781
Beverages,14-09-2018,1164
"Eggs, Meat & Fish",14-09-2018,2354
Snacks,14-09-2018,1475
"Eggs, Meat & Fish",15-09-2018,1268
"Eggs, Meat & Fish",15-09-2018,2365
Bakery,15-09-2018,570
Oil & Masala,15-09-2018,1648
"Eggs, Meat & Fish",15-09-2018,1331
Fruits & Veggies,15-09-2018,2460
Oil & Masala,15-09-2018,1632
Oil & Masala,15-09-2018,1089
Fruits & Veggies,15-09-2018,2123
Fruits & Veggies,15-09-2018,1982
Food Grains,15-09-2018,1513
Beverages,15-09-2018,622
Oil & Masala,15-09-2018,620
Food Grains,15-09-2018,1413
Oil & Masala,15-09-2018,2351
Snacks,15-09-2018,1815
Fruits & Veggies,15-09-2018,1140
Food Grains,15-09-2018,1595
Beverages,15-09-2018,1552
Oil & Masala,15-09-2018,2350
"Eggs, Meat & Fish",15-09-2018,1741
Food Grains,15-09-2018,1920
Beverages,15-09-2018,1117
Oil & Masala,15-09-2018,1315
Bakery,15-09-2018,1214
Beverages,15-09-2018,2170
Bakery,16-09-2018,744
Fruits & Veggies,16-09-2018,1899
Fruits & Veggies,16-09-2018,2384
Food Grains,16-09-2018,690
Fruits & Veggies,16-09-2018,2108
Beverages,16-09-2018,678
Snacks,16-09-2018,1599
Bakery,16-09-2018,2436
"Eggs, Meat & Fish",16-09-2018,2290
Food Grains,16-09-2018,661
Snacks,16-09-2018,835
Fruits & Veggies,16-09-2018,1651
"Eggs, Meat & Fish",16-09-2018,1278
Snacks,17-09-2018,1603
"Eggs, Meat & Fish",17-09-2018,2297
"Eggs, Meat & Fish",17-09-2018,2367
Food Grains,17-09-2018,1122
Snacks,17-09-2018,955
Food Grains,17-09-2018,1341
Snacks,17-09-2018,1499
Bakery,17-09-2018,571
Food Grains,17-09-2018,1683
Snacks,17-09-2018,2281
Food Grains,17-09-2018,1296
Fruits & Veggies,17-09-2018,2375
Oil & Masala,17-09-2018,1545
Beverages,17-09-2018,1364
Snacks,17-09-2018,541
"Eggs, Meat & Fish",17-09-2018,1853
Snacks,17-09-2018,1323
Food Grains,18-09-2018,2174
"Eggs, Meat & Fish",18-09-2018,1617
Fruits & Veggies,18-09-2018,666
"Eggs, Meat & Fish",18-09-2018,743
Oil & Masala,18-09-2018,1085
Fruits & Veggies,18-09-2018,2270
Oil & Masala,18-09-2018,1195
Oil & Masala,18-09-2018,615
Beverages,18-09-2018,2412
Bakery,18-09-2018,1013
Food Grains,18-09-2018,981
Oil & Masala,18-09-2018,2483
Food Grains,18-09-2018,1573
Food Grains,18-09-2018,1335
Snacks,18-09-2018,1073
"Eggs, Meat & Fish",18-09-2018,765
"Eggs, Meat & Fish",18-09-2018,1132
Snacks,18-09-2018,915
Beverages,18-09-2018,1833
Food Grains,18-09-2018,2068
Oil & Masala,19-09-2018,2396
Food Grains,19-09-2018,2036
Oil & Masala,19-09-2018,1238
Bakery,19-09-2018,1738
Snacks,19-09-2018,2311
Bakery,19-09-2018,1983
Bakery,19-09-2018,1899
Bakery,19-09-2018,1171
Snacks,19-09-2018,1613
Bakery,19-09-2018,2399
Snacks,19-09-2018,1966
Bakery,19-09-2018,694
"Eggs, Meat & Fish",19-09-2018,1001
Bakery,19-09-2018,1385
Snacks,19-09-2018,1496
Beverages,20-09-2018,1539
Fruits & Veggies,20-09-2018,711
Bakery,20-09-2018,1851
Snacks,20-09-2018,1075
Oil & Masala,20-09-2018,1317
Food Grains,20-09-2018,1212
Oil & Masala,20-09-2018,653
Beverages,20-09-2018,2411
Bakery,20-09-2018,2134
Beverages,20-09-2018,2224
Oil & Masala,20-09-2018,1122
Food Grains,20-09-2018,1504
"Eggs, Meat & Fish",20-09-2018,618
Bakery,20-09-2018,1394
"Eggs, Meat & Fish",21-09-2018,1189
"Eggs, Meat & Fish",21-09-2018,2365
Oil & Masala,21-09-2018,1986
"Eggs, Meat & Fish",21-09-2018,2200
Snacks,21-09-2018,2313
Bakery,21-09-2018,1179
Beverages,21-09-2018,2266
Food Grains,21-09-2018,816
"Eggs, Meat & Fish",22-09-2018,1224
Oil & Masala,22-09-2018,1801
Snacks,22-09-2018,2236
Beverages,22-09-2018,2359
Food Grains,22-09-2018,2190
Snacks,22-09-2018,781
"Eggs, Meat & Fish",22-09-2018,757
"Eggs, Meat & Fish",22-09-2018,1507
Beverages,22-09-2018,561
"Eggs, Meat & Fish",22-09-2018,2100
Beverages,22-09-2018,1669
"Eggs, Meat & Fish",22-09-2018,954
Snacks,22-09-2018,1852
Food Grains,22-09-2018,2403
Oil & Masala,22-09-2018,2382
Beverages,22-09-2018,2017
Fruits & Veggies,22-09-2018,1315
Food Grains,22-09-2018,1243
Snacks,22-09-2018,1572
Bakery,22-09-2018,933
Bakery,22-09-2018,2150
Bakery,22-09-2018,501
Snacks,23-09-2018,1940
Fruits & Veggies,23-09-2018,1620
Fruits & Veggies,23-09-2018,2254
Snacks,23-09-2018,2378
Bakery,23-09-2018,596
Snacks,23-09-2018,868
Fruits & Veggies,23-09-2018,507
Snacks,23-09-2018,1130
Food Grains,23-09-2018,1210
Snacks,23-09-2018,705
Beverages,23-09-2018,2396
"Eggs, Meat & Fish",23-09-2018,1203
Bakery,23-09-2018,1312
Beverages,23-09-2018,2351
Beverages,23-09-2018,1432
Snacks,23-09-2018,2496
Snacks,23-09-2018,2416
Food Grains,23-09-2018,593
Bakery,23-09-2018,1199
Oil & Masala,23-09-2018,1034
Food Grains,24-09-2018,1515
Bakery,24-09-2018,1178
Bakery,24-09-2018,905
Fruits & Veggies,24-09-2018,623
Bakery,24-09-2018,2146
Fruits & Veggies,24-09-2018,1610
Fruits & Veggies,24-09-2018,1229
"Eggs, Meat & Fish",24-09-2018,2002
Fruits & Veggies,24-09-2018,2255
Snacks,24-09-2018,720
"Eggs, Meat & Fish",24-09-2018,574
Fruits & Veggies,24-09-2018,1558
Oil & Masala,24-09-2018,1172
Beverages,24-09-2018,2267
Bakery,24-09-2018,561
Food Grains,24-09-2018,1792
Fruits & Veggies,24-09-2018,1589
Snacks,24-09-2018,2439
Beverages,24-09-2018,2079
"Eggs, Meat & Fish",24-09-2018,620
Food Grains,24-09-2018,1541
Oil & Masala,24-09-2018,1109
"Eggs, Meat & Fish",24-09-2018,1448
"Eggs, Meat & Fish",24-09-2018,1931
Food Grains,24-09-2018,567
"Eggs, Meat & Fish",25-09-2018,1236
"Eggs, Meat & Fish",25-09-2018,570
Fruits & Veggies,25-09-2018,941
"Eggs, Meat & Fish",25-09-2018,992
"Eggs, Meat & Fish",25-09-2018,1887
Fruits & Veggies,25-09-2018,2412
Food Grains,25-09-2018,2368
Oil & Masala,25-09-2018,981
Beverages,25-09-2018,1069
"Eggs, Meat & Fish",25-09-2018,2049
Beverages,25-09-2018,1022
Food Grains,25-09-2018,1287
"Eggs, Meat & Fish",25-09-2018,1247
Snacks,26-09-2018,1390
Oil & Masala,26-09-2018,2091
Snacks,26-09-2018,1268
Snacks,26-09-2018,1522
"Eggs, Meat & Fish",26-09-2018,993
"Eggs, Meat & Fish",26-09-2018,1249
Bakery,26-09-2018,2371
Fruits & Veggies,28-09-2018,1767
Fruits & Veggies,28-09-2018,2110
Snacks,28-09-2018,521
Snacks,28-09-2018,1920
Fruits & Veggies,28-09-2018,1808
Food Grains,28-09-2018,1934
Bakery,28-09-2018,1495
Oil & Masala,28-09-2018,1119
Beverages,28-09-2018,1461
Bakery,28-09-2018,590
Oil & Masala,29-09-2018,1555
Snacks,29-09-2018,664
Beverages,29-09-2018,1694
Fruits & Veggies,29-09-2018,1944
Food Grains,29-09-2018,1938
Fruits & Veggies,29-09-2018,1582
Snacks,29-09-2018,1436
Beverages,29-09-2018,2290
"Eggs, Meat & Fish",29-09-2018,1735
Snacks,29-09-2018,2100
"Eggs, Meat & Fish",29-09-2018,1450
Fruits & Veggies,29-09-2018,689
Food Grains,29-09-2018,2442
Oil & Masala,29-09-2018,1532
Fruits & Veggies,29-09-2018,2334
Oil & Masala,29-09-2018,2028
Food Grains,29-09-2018,1107
"Eggs, Meat & Fish",29-09-2018,2444
Snacks,29-09-2018,1175
Beverages,29-09-2018,2451
Bakery,29-09-2018,2494
Food Grains,30-09-2018,582
Bakery,30-09-2018,1339
Snacks,30-09-2018,649
Beverages,30-09-2018,1880
Food Grains,30-09-2018,693
Fruits & Veggies,30-09-2018,1137
"Eggs, Meat & Fish",30-09-2018,1968
Fruits & Veggies,01-10-2018,1231
Food Grains,01-10-2018,727
Bakery,01-10-2018,2207
Beverages,01-10-2018,1148
Fruits & Veggies,01-10-2018,913
Oil & Masala,01-10-2018,1668
Snacks,01-10-2018,2246
Food Grains,01-10-2018,1069
"Eggs, Meat & Fish",01-10-2018,1879
"Eggs, Meat & Fish",01-10-2018,1080
Food Grains,01-10-2018,1963
"Eggs, Meat & Fish",01-10-2018,2325
Food Grains,02-10-2018,1531
Fruits & Veggies,02-10-2018,1589
"Eggs, Meat & Fish",02-10-2018,1565
Beverages,02-10-2018,2389
Beverages,02-10-2018,777
Oil & Masala,02-10-2018,1842
Bakery,02-10-2018,2018
Fruits & Veggies,02-10-2018,1549
Snacks,02-10-2018,940
Bakery,02-10-2018,2229
Food Grains,02-10-2018,601
Food Grains,02-10-2018,1099
Beverages,02-10-2018,2439
Food Grains,02-10-2018,637
Beverages,02-10-2018,522
Snacks,02-10-2018,1712
Oil & Masala,02-10-2018,886
Beverages,02-10-2018,1333
Oil & Masala,02-10-2018,901
Fruits & Veggies,02-10-2018,704
Oil & Masala,02-10-2018,1085
"Eggs, Meat & Fish",02-10-2018,2032
Bakery,02-10-2018,2399
Oil & Masala,02-10-2018,895
Oil & Masala,02-10-2018,1903
Fruits & Veggies,02-10-2018,664
Snacks,03-10-2018,1491
Oil & Masala,03-10-2018,1149
Fruits & Veggies,03-10-2018,2013
Beverages,03-10-2018,1676
"Eggs, Meat & Fish",03-10-2018,1350
Oil & Masala,03-10-2018,1778
Beverages,03-10-2018,1139
Bakery,03-10-2018,635
Fruits & Veggies,03-10-2018,1899
Beverages,04-10-2018,730
Food Grains,05-10-2018,1848
Beverages,05-10-2018,869
Bakery,05-10-2018,1700
Oil & Masala,05-10-2018,1902
Fruits & Veggies,05-10-2018,913
"Eggs, Meat & Fish",05-10-2018,1812
Food Grains,05-10-2018,617
Food Grains,05-10-2018,721
Fruits & Veggies,05-10-2018,1199
Bakery,05-10-2018,1090
"Eggs, Meat & Fish",05-10-2018,2286
"Eggs, Meat & Fish",05-10-2018,979
Beverages,05-10-2018,1839
Bakery,05-10-2018,1979
Food Grains,05-10-2018,1135
Food Grains,06-10-2018,1268
Bakery,06-10-2018,1047
Beverages,06-10-2018,2198
"Eggs, Meat & Fish",06-10-2018,907
"Eggs, Meat & Fish",06-10-2018,1834
Bakery,06-10-2018,1172
Bakery,06-10-2018,2268
Snacks,06-10-2018,510
Bakery,06-10-2018,1461
Snacks,06-10-2018,1012
Beverages,06-10-2018,2132
"Eggs, Meat & Fish",06-10-2018,2491
Oil & Masala,07-10-2018,1662
Beverages,07-10-2018,2442
Bakery,07-10-2018,854
Beverages,07-10-2018,2429
Oil & Masala,07-10-2018,1448
Oil & Masala,07-10-2018,1619
Fruits & Veggies,07-10-2018,1715
Bakery,07-10-2018,1878
Food Grains,07-10-2018,1091
Snacks,07-10-2018,1426
Food Grains,07-10-2018,2079
Oil & Masala,08-10-2018,1683
Fruits & Veggies,08-10-2018,1979
Bakery,08-10-2018,1785
"Eggs, Meat & Fish",08-10-2018,660
Oil & Masala,08-10-2018,1272
Oil & Masala,08-10-2018,868
Bakery,09-10-2018,996
Snacks,09-10-2018,1992
Beverages,09-10-2018,1805
Snacks,09-10-2018,1277
Fruits & Veggies,09-10-2018,1963
Food Grains,09-10-2018,980
"Eggs, Meat & Fish",09-10-2018,842
"Eggs, Meat & Fish",09-10-2018,560
Snacks,09-10-2018,1548
Oil & Masala,09-10-2018,1676
Snacks,09-10-2018,1717
Beverages,10-10-2018,1732
"Eggs, Meat & Fish",12-10-2018,639
Oil & Masala,12-10-2018,868
Bakery,12-10-2018,552
Fruits & Veggies,12-10-2018,2092
Food Grains,12-10-2018,661
Food Grains,12-10-2018,1824
Oil & Masala,12-10-2018,1141
Fruits & Veggies,12-10-2018,1619
Beverages,12-10-2018,2500
"Eggs, Meat & Fish",12-10-2018,1919
Fruits & Veggies,12-10-2018,1200
Oil & Masala,12-10-2018,2055
Bakery,12-10-2018,1418
Fruits & Veggies,12-10-2018,1863
Bakery,12-10-2018,1118
Food Grains,12-10-2018,2355
Food Grains,12-10-2018,816
Bakery,12-10-2018,1441
Beverages,13-10-2018,1473
Beverages,13-10-2018,2489
"Eggs, Meat & Fish",13-10-2018,2021
"Eggs, Meat & Fish",13-10-2018,812
Snacks,13-10-2018,2197
Fruits & Veggies,13-10-2018,1832
Beverages,13-10-2018,821
Food Grains,13-10-2018,1468
Oil & Masala,13-10-2018,862
Fruits & Veggies,13-10-2018,2365
Snacks,13-10-2018,1061
Bakery,13-10-2018,997
Food Grains,13-10-2018,721
Food Grains,13-10-2018,1290
Bakery,13-10-2018,1323
Beverages,14-10-2018,1088
Oil & Masala,14-10-2018,2389
"Eggs, Meat & Fish",14-10-2018,2220
Oil & Masala,14-10-2018,2352
Food Grains,14-10-2018,2043
Snacks,15-10-2018,1801
Oil & Masala,15-10-2018,2313
Beverages,15-10-2018,920
"Eggs, Meat & Fish",15-10-2018,893
Oil & Masala,15-10-2018,1568
Fruits & Veggies,15-10-2018,2002
Bakery,15-10-2018,2479
Snacks,15-10-2018,2154
Food Grains,16-10-2018,1613
Food Grains,16-10-2018,1468
Beverages,16-10-2018,2313
Beverages,16-10-2018,1721
Food Grains,16-10-2018,1459
Oil & Masala,16-10-2018,1659
Bakery,17-10-2018,1838
Beverages,17-10-2018,1626
Food Grains,17-10-2018,1805
Snacks,17-10-2018,1170
Beverages,19-10-2018,809
Fruits & Veggies,19-10-2018,822
Food Grains,19-10-2018,573
"Eggs, Meat & Fish",19-10-2018,2310
Snacks,19-10-2018,1612
Snacks,19-10-2018,2246
Beverages,19-10-2018,1916
Fruits & Veggies,19-10-2018,2446
Beverages,19-10-2018,2314
Beverages,19-10-2018,1187
Bakery,19-10-2018,1356
Food Grains,19-10-2018,684
"Eggs, Meat & Fish",19-10-2018,1997
Beverages,19-10-2018,1220
Fruits & Veggies,19-10-2018,571
Fruits & Veggies,19-10-2018,2370
Fruits & Veggies,20-10-2018,1023
Bakery,20-10-2018,568
Fruits & Veggies,20-10-2018,1024
Snacks,20-10-2018,1090
Oil & Masala,20-10-2018,850
Beverages,20-10-2018,2302
Fruits & Veggies,20-10-2018,1178
Oil & Masala,20-10-2018,1024
Fruits & Veggies,20-10-2018,1313
Snacks,20-10-2018,1291
Fruits & Veggies,20-10-2018,793
Food Grains,20-10-2018,807
Fruits & Veggies,20-10-2018,925
Beverages,20-10-2018,2331
Bakery,20-10-2018,2417
Oil & Masala,21-10-2018,1593
Bakery,21-10-2018,691
Oil & Masala,21-10-2018,2157
"Eggs, Meat & Fish",21-10-2018,1629
Food Grains,21-10-2018,854
Snacks,21-10-2018,1413
"Eggs, Meat & Fish",21-10-2018,976
"Eggs, Meat & Fish",21-10-2018,1198
Snacks,21-10-2018,1577
Food Grains,21-10-2018,870
Oil & Masala,21-10-2018,2397
Bakery,21-10-2018,2236
Beverages,21-10-2018,745
Oil & Masala,21-10-2018,976
Snacks,21-10-2018,841
Bakery,21-10-2018,1642
Oil & Masala,21-10-2018,606
Fruits & Veggies,21-10-2018,1112
Fruits & Veggies,22-10-2018,1173
Fruits & Veggies,22-10-2018,782
"Eggs, Meat & Fish",22-10-2018,688
Bakery,22-10-2018,1857
"Eggs, Meat & Fish",22-10-2018,998
Snacks,22-10-2018,1924
Bakery,22-10-2018,1245
Beverages,22-10-2018,1313
Bakery,22-10-2018,1383
Food Grains,22-10-2018,540
Beverages,22-10-2018,2081
Fruits & Veggies,22-10-2018,1683
Food Grains,23-10-2018,668
Snacks,23-10-2018,2469
Snacks,23-10-2018,1556
"Eggs, Meat & Fish",23-10-2018,625
Food Grains,23-10-2018,1644
Food Grains,23-10-2018,1415
Oil & Masala,23-10-2018,1615
Food Grains,23-10-2018,2330
Bakery,23-10-2018,2078
"Eggs, Meat & Fish",23-10-2018,2338
Snacks,23-10-2018,2453
"Eggs, Meat & Fish",23-10-2018,1104
Fruits & Veggies,23-10-2018,1326
"Eggs, Meat & Fish",23-10-2018,1620
Food Grains,23-10-2018,2079
Beverages,23-10-2018,746
Bakery,23-10-2018,1536
Bakery,23-10-2018,2066
Fruits & Veggies,24-10-2018,569
Bakery,24-10-2018,1178
Fruits & Veggies,26-10-2018,689
Bakery,26-10-2018,1984
"Eggs, Meat & Fish",26-10-2018,2476
Beverages,26-10-2018,685
"Eggs, Meat & Fish",26-10-2018,1720
Food Grains,26-10-2018,2328
"Eggs, Meat & Fish",26-10-2018,1663
Food Grains,26-10-2018,1759
Snacks,26-10-2018,745
"Eggs, Meat & Fish",26-10-2018,1698
Food Grains,27-10-2018,2323
Food Grains,27-10-2018,2117
Beverages,27-10-2018,1615
Fruits & Veggies,27-10-2018,2098
Snacks,27-10-2018,1276
Food Grains,27-10-2018,2016
Fruits & Veggies,27-10-2018,1625
Bakery,27-10-2018,1029
Fruits & Veggies,27-10-2018,1993
Beverages,27-10-2018,1331
Oil & Masala,27-10-2018,1422
Beverages,27-10-2018,2334
"Eggs, Meat & Fish",28-10-2018,1164
Bakery,28-10-2018,831
Oil & Masala,28-10-2018,600
Food Grains,28-10-2018,1564
Beverages,28-10-2018,2235
Food Grains,28-10-2018,1701
Beverages,28-10-2018,717
"Eggs, Meat & Fish",28-10-2018,1353
"Eggs, Meat & Fish",29-10-2018,1647
Snacks,30-10-2018,2500
Beverages,30-10-2018,1626
Snacks,30-10-2018,1130
Bakery,30-10-2018,1831
Bakery,30-10-2018,1640
Oil & Masala,30-10-2018,1626
Beverages,30-10-2018,943
Bakery,30-10-2018,905
Fruits & Veggies,30-10-2018,1082
Oil & Masala,30-10-2018,1603
Snacks,30-10-2018,1673
"Eggs, Meat & Fish",30-10-2018,621
Fruits & Veggies,30-10-2018,2053
Food Grains,30-10-2018,669
Beverages,30-10-2018,2197
Food Grains,30-10-2018,2126
Food Grains,30-10-2018,2267
Fruits & Veggies,30-10-2018,2317
Bakery,30-10-2018,1406
Bakery,30-10-2018,2155
Fruits & Veggies,30-10-2018,2177
Bakery,30-10-2018,1489
"Eggs, Meat & Fish",30-10-2018,1108
Snacks,31-10-2018,585
Oil & Masala,31-10-2018,2390
"Eggs, Meat & Fish",31-10-2018,646
Oil & Masala,01-11-2018,2472
"Eggs, Meat & Fish",01-11-2018,2242
Oil & Masala,01-11-2018,1400
Bakery,01-11-2018,506
Fruits & Veggies,02-11-2018,775
Oil & Masala,02-11-2018,926
Bakery,02-11-2018,1069
Beverages,02-11-2018,1406
"Eggs, Meat & Fish",02-11-2018,694
Food Grains,02-11-2018,1327
Food Grains,02-11-2018,1471
Snacks,02-11-2018,2421
Beverages,02-11-2018,2167
Food Grains,02-11-2018,1247
Food Grains,02-11-2018,2411
Oil & Masala,02-11-2018,1518
"Eggs, Meat & Fish",02-11-2018,1615
Fruits & Veggies,02-11-2018,1530
Beverages,02-11-2018,2009
Food Grains,02-11-2018,2422
Beverages,02-11-2018,1340
Beverages,02-11-2018,2301
